match_type,pitch_type,weather,ground,your_team,opposition_team,bowler_name,bowler_type,wickets,runs,economy,did_bowler_do_well
ODI,Slow,Sunny,Pallekele International,Sri Lanka,Afghanistan,Wellalage,LeftArmOrthodox,0,14,7.0,1
ODI,Slow,Cloudy,Pallekele International,Sri Lanka,West Indies,Wellalage,LeftArmOrthodox,0,20,4.0,1
ODI,Slow,Cloudy,Pallekele International,Sri Lanka,West Indies,Wellalage,LeftArmOrthodox,0,36,3.6,0
ODI,Flat,Windy,Rangiri Dambulla Intl.,Sri Lanka,New Zealand,Wellalage,LeftArmOrthodox,1,24,3.42,1
ODI,Slow,Overcast,Pallekele International,Sri Lanka,New Zealand,Wellalage,LeftArmOrthodox,1,46,4.6,1
ODI,Spinning,Sunny,R Premadasa Stadium,Sri Lanka,Bangladesh,Wellalage,LeftArmOrthodox,0,32,3.2,0
T20,Flat,Windy,Rangiri Dambulla Intl.,Sri Lanka,West Indies,Wellalage,LeftArmOrthodox,0,36,9.0,0
T20,Flat,Windy,Rangiri Dambulla Intl.,Sri Lanka,New Zealand,Wellalage,LeftArmOrthodox,0,26,8.66,0
T20,Flat,Windy,Pallekele International,Colombo Strikers,Kandy Falcons,Wellalage,LeftArmOrthodox,1,31,7.75,1
T20,Flat,Windy,Pallekele International,Colombo Strikers,Galle Marvels,Wellalage,LeftArmOrthodox,0,28,7.0,0
T20,Flat,Windy,Rangiri Dambulla Intl.,Colombo Strikers,Dambulla Sixers,Wellalage,LeftArmOrthodox,0,31,7.75,0
T20,Spinning,Humid,R Premadasa Stadium,Colombo Strikers,Jaffna Kings,Wellalage,LeftArmOrthodox,1,20,5.0,1
T20,Spinning,Humid,R Premadasa Stadium,Colombo Strikers,Galle Marvels,Wellalage,LeftArmOrthodox,1,15,5.0,1
T20,Spinning,Humid,R Premadasa Stadium,Colombo Strikers,Dambulla Sixers,Wellalage,LeftArmOrthodox,2,25,6.25,1
T20,Flat,Sunny,Pallekele International,Jaffna Kings,Colombo Strikers,Wellalage,LeftArmOrthodox,2,36,9.0,1
T20,Flat,Sunny,Pallekele International,Jaffna Kings,Dambulla Aura,Wellalage,LeftArmOrthodox,1,19,4.75,1

T20,Spinning,Humid,R Premadasa Stadium,Sri Lanka,Australia,Vandersay,RightArmLegBreak,3,25,6.25,1
T20,Flat,Dry,MA Chidambaram Stadium,Sri Lanka,India,Vandersay,RightArmLegBreak,0,35,8.75,0
T20,Green,Overcast,Seddon Park Hamilton,Sri Lanka,New Zealand,Vandersay,RightArmLegBreak,1,25,6.25,0
T20,Dry,Sunny,Shere Bangla Stadium,Sri Lanka,Bangladesh,Vandersay,RightArmLegBreak,2,35,8.75,0
T20,Flat,Windy,Pallekele International,Sri Lanka,Pakistan,Vandersay,RightArmLegBreak,2,24,6.0,0
ODI,Spinning,Hot,R Premadasa Stadium,Sri Lanka,Zimbabwe,Vandersay,RightArmLegBreak,4,36,3.6,1
ODI,Flat,Cloudy,Lords London,Sri Lanka,England,Vandersay,RightArmLegBreak,3,49,5.44,0
ODI,Dry,Humid,The Oval London,Sri Lanka,South Africa,Vandersay,RightArmLegBreak,2,52,5.2,0
ODI,Green,Overcast,Wellington Regional Stadium,Sri Lanka,New Zealand,Vandersay,RightArmLegBreak,1,68,6.8,0
ODI,Slow,Sunny,Mahinda Rajapaksha Intl.,Sri Lanka,Australia,Vandersay,RightArmLegBreak,1,45,4.5,0
T20,Slow,Humid,R Premadasa Stadium,Sri Lanka,Bangladesh,Vandersay,RightArmLegBreak,0,29,7.25,0
T20,Slow,Cloudy,R Premadasa Stadium,Sri Lanka,Bangladesh,Vandersay,RightArmLegBreak,0,40,10.0,0
T20,Dry,Sunny,R Premadasa Stadium,Sri Lanka,Bangladesh,Vandersay,RightArmLegBreak,1,25,6.25,1
T20,Flat,Humid,HPCA Stadium Dharamshala,Sri Lanka,India,Vandersay,RightArmLegBreak,0,24,10.28,0
T20,Flat,Sunny,MCG Melbourne,Sri Lanka,Australia,Vandersay,RightArmLegBreak,1,32,8.0,0
T20,Spinning,Hot,Colombo CC,SLC Greys,SLC Blues,Vandersay,RightArmLegBreak,0,22,7.33,0
T20,Spinning,Humid,RPICS Colombo,SLC Blues,SLC Greens,Vandersay,RightArmLegBreak,0,32,11.2,0
T20,Dry,Sunny,Moors Grounds,Moors SC,Bloomfield,Vandersay,RightArmLegBreak,3,20,5.0,1
T20,Slow,Cloudy,Tamil Union,Bloomfield,Tamil Union,Vandersay,RightArmLegBreak,1,20,5.0,1
T20,Flat,Hot,Police Park,Bloomfield,BRC,Vandersay,RightArmLegBreak,0,23,5.75,0
ODI,Spinning,Humid,R Premadasa Stadium,Sri Lanka,India,Vandersay,RightArmLegBreak,6,33,3.3,1
ODI,Spinning,Humid,R Premadasa Stadium,Sri Lanka,India,Vandersay,RightArmLegBreak,2,34,6.8,1
ODI,Slow,Cloudy,Pallekele International,Sri Lanka,West Indies,Vandersay,RightArmLegBreak,1,45,5.4,1
ODI,Spinning,Humid,Pallekele International,Sri Lanka,New Zealand,Vandersay,RightArmLegBreak,3,46,4.6,1
ODI,Flat,Rainy,Pallekele International,Sri Lanka,New Zealand,Vandersay,RightArmLegBreak,1,40,6.6,1
ODI,Slow,Hot,Gaddafi Stadium,Sri Lanka,Pakistan,Vandersay,RightArmLegBreak,3,42,4.2,1
ODI,Spinning,Humid,Pallekele International,Sri Lanka,Zimbabwe,Vandersay,RightArmLegBreak,2,47,4.7,1
ODI,Flat,Sunny,Pallekele International,Sri Lanka,Australia,Vandersay,RightArmLegBreak,2,40,5.7,1
ODI,Spinning,Hot,Pallekele International,Sri Lanka,Zimbabwe,Vandersay,RightArmLegBreak,4,10,2.5,1
ODI,Spinning,Humid,Pallekele International,Sri Lanka,Zimbabwe,Vandersay,RightArmLegBreak,3,51,5.1,1

ODI,Flat,Hot,Headingley Leeds,Sri Lanka,England,DeSilva,RightArmOffBreak,3,32,3.2,1
ODI,Green,Overcast,University Oval Dunedin,Sri Lanka,New Zealand,DeSilva,RightArmOffBreak,3,25,3.12,1
ODI,Slow,Cloudy,Shere Bangla Stadium,Sri Lanka,Bangladesh,DeSilva,RightArmOffBreak,1,29,5.8,0
ODI,Dry,Sunny,R Premadasa Stadium,Sri Lanka,Australia,DeSilva,RightArmOffBreak,0,40,4.44,0
ODI,Spinning,Humid,Galle International Stadium,Sri Lanka,Afghanistan,DeSilva,RightArmOffBreak,0,21,3.0,0
T20,Flat,Dry,New Wanderers Stadium,Sri Lanka,South Africa,DeSilva,RightArmOffBreak,2,22,5.5,0
T20,Spinning,Hot,Sharjah Cricket Stadium,Sri Lanka,Australia,DeSilva,RightArmOffBreak,1,11,2.75,0
T20,Dry,Windy,Pallekele International,Sri Lanka,Pakistan,DeSilva,RightArmOffBreak,2,36,9.0,0
T20,Flat,Overcast,Adelaide Oval,Sri Lanka,New Zealand,DeSilva,RightArmOffBreak,1,20,5.0,0
T20,Spinning,Humid,R Premadasa Stadium,Sri Lanka,Bangladesh,DeSilva,RightArmOffBreak,0,15,5.0,0
T20,Flat,Hot,Grand Prairie Dallas,Sri Lanka,Bangladesh,DeSilva,RightArmOffBreak,1,11,5.5,0
T20,Slow,Humid,Sylhet Intl Stadium,Sri Lanka,Bangladesh,DeSilva,RightArmOffBreak,1,2,2.4,1
T20,Green,Windy,Sir John Davies Queenstown,Sri Lanka,New Zealand,DeSilva,RightArmOffBreak,0,31,18.6,0
T20,Flat,Overcast,University Oval Dunedin,Sri Lanka,New Zealand,DeSilva,RightArmOffBreak,0,20,6.66,0
T20,Spinning,Sunny,SCG Sydney,Sri Lanka,England,DeSilva,RightArmOffBreak,1,12,6.0,0
T20,Green,Sunny,The Gabba Brisbane,Sri Lanka,Afghanistan,DeSilva,RightArmOffBreak,1,18,4.5,1
T20,Dry,Sunny,SCG Sydney,Sri Lanka,New Zealand,DeSilva,RightArmOffBreak,1,14,7.0,0
T20,Green,Windy,Optus Stadium Perth,Sri Lanka,Australia,DeSilva,RightArmOffBreak,1,18,8.3,0
T20,Slow,Humid,Dubai Intl Stadium,Sri Lanka,Pakistan,DeSilva,RightArmOffBreak,0,21,5.25,1
T20,Spinning,Hot,Dubai Intl Stadium,Sri Lanka,India,DeSilva,RightArmOffBreak,0,14,7.0,1
ODI,Flat,Cloudy,M Chinnaswamy Bengaluru,Sri Lanka,New Zealand,DeSilva,RightArmOffBreak,0,22,11.0,0
ODI,Dry,Sunny,Arun Jaitley Delhi,Sri Lanka,Bangladesh,DeSilva,RightArmOffBreak,0,20,6.66,0
ODI,Flat,Sunny,MCA Stadium Pune,Sri Lanka,Afghanistan,DeSilva,RightArmOffBreak,0,21,5.25,0
ODI,Slow,Hot,Ekana Stadium Lucknow,Sri Lanka,Netherlands,DeSilva,RightArmOffBreak,0,13,3.25,1
ODI,Slow,Dry,Ekana Stadium Lucknow,Sri Lanka,Australia,DeSilva,RightArmOffBreak,0,13,4.33,0
ODI,Flat,Sunny,Rajiv Gandhi Intl Hyderabad,Sri Lanka,Pakistan,DeSilva,RightArmOffBreak,0,36,9.0,0
ODI,Dry,Hot,Arun Jaitley Delhi,Sri Lanka,South Africa,DeSilva,RightArmOffBreak,0,39,9.75,0
ODI,Spinning,Humid,R Premadasa Stadium,Sri Lanka,Pakistan,DeSilva,RightArmOffBreak,0,28,4.66,1
ODI,Flat,Hot,Gaddafi Stadium Lahore,Sri Lanka,Afghanistan,DeSilva,RightArmOffBreak,0,12,12.0,1
ODI,Dry,Sunny,Harare Sports Club,Sri Lanka,Netherlands,DeSilva,RightArmOffBreak,1,6,3.0,1


